gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date
1492,3,FALSE,5891,James Totin,0,1043,1053,32,3930,Phyllis Clare,0,1161,1174,11,6,3,1/22/1999
1493,3,FALSE,5891,James Totin,0,1043,1053,32,635,Ellen Massey,0,1156,1136,21,10,3,1/22/1999
1494,3,FALSE,5892,Patricia Williams,0,0,978,4,4805,Avis Casely,0,523,553,52,1,4,1/22/1999
1495,3,FALSE,5892,Patricia Williams,0,0,978,4,5901,Hope G Moreines,0,915,840,45,2,4,1/22/1999
1496,3,FALSE,5892,Patricia Williams,0,0,978,4,661,Dorothy Siegel,0,793,773,35,3,4,1/22/1999
1497,3,FALSE,5892,Patricia Williams,0,0,978,4,131,Margo Kuno,0,726,740,37,4,4,1/22/1999
1498,3,FALSE,5892,Patricia Williams,0,0,978,4,145,Mary McWilliams,0,843,895,7,5,4,1/22/1999
1499,3,FALSE,5892,Patricia Williams,0,0,978,4,5248,Ed Quinn,0,858,908,9,6,4,1/22/1999
1500,3,FALSE,5892,Patricia Williams,0,0,978,4,175,Elliott Schiff,0,714,841,15,7,4,1/22/1999
1501,3,FALSE,5892,Patricia Williams,0,0,978,4,4538,Jaki Jackson,0,850,879,13,10,4,1/22/1999
1502,3,FALSE,5892,Patricia Williams,0,0,978,4,5798,Steve Lynch,0,800,985,3,11,4,1/22/1999
1503,3,FALSE,5893,Martha Pierce,0,929,897,18,5908,Josh Pollard,0,0,500,59,2,4,1/22/1999
1504,3,FALSE,5893,Martha Pierce,0,929,897,18,5903,Janet Hamilton,0,857,793,49,4,4,1/22/1999
1505,3,FALSE,5893,Martha Pierce,0,929,897,18,4458,Jametta Garnett,0,695,697,34,7,4,1/22/1999
1506,3,FALSE,5893,Martha Pierce,0,929,897,18,3720,Janice White,0,0,729,44,8,4,1/22/1999
1507,3,FALSE,5893,Martha Pierce,0,929,897,18,5897,Stevie Wells,0,680,728,28,9,4,1/22/1999
1508,3,FALSE,5893,Martha Pierce,0,929,897,18,215,Irma Roberts,0,767,762,26,10,4,1/22/1999
1509,3,FALSE,5893,Martha Pierce,0,929,897,18,215,Irma Roberts,0,767,762,26,12,4,1/22/1999
1510,3,FALSE,5894,Betty Goldin,0,0,816,21,5905,Irvin Booker,0,0,553,51,1,4,1/22/1999
1511,3,FALSE,5894,Betty Goldin,0,0,816,21,5906,Susan Cottle,0,0,580,53,4,4,1/22/1999
1512,3,FALSE,5894,Betty Goldin,0,0,816,21,5901,Hope G Moreines,0,915,840,45,6,4,1/22/1999
1513,3,FALSE,5894,Betty Goldin,0,0,816,21,3732,Letitia Dyson,0,668,709,22,7,4,1/22/1999
1514,3,FALSE,5894,Betty Goldin,0,0,816,21,214,Ruth McCandless,0,709,704,47,9,4,1/22/1999
1515,3,FALSE,5894,Betty Goldin,0,0,816,21,661,Dorothy Siegel,0,793,773,35,10,4,1/22/1999
1516,3,FALSE,5894,Betty Goldin,0,0,816,21,333,Maureen Glover,0,0,714,32,11,4,1/22/1999
1517,3,FALSE,5895,Jim Dalton,0,874,846,23,180,Deborah Avins,0,715,763,19,1,4,1/22/1999
1518,3,FALSE,5895,Jim Dalton,0,874,846,23,211,Bernice Brown,0,0,651,39,2,4,1/22/1999
1519,3,FALSE,5895,Jim Dalton,0,874,846,23,201,Walt Blackie Sudnikovich,0,614,627,43,4,4,1/22/1999
1520,3,FALSE,5895,Jim Dalton,0,874,846,23,1354,Ronnie Thomas,0,0,841,25,7,4,1/22/1999
1521,3,FALSE,5895,Jim Dalton,0,874,846,23,5907,Laura Lou Seefeldt,0,0,562,56,9,4,1/22/1999
1522,3,FALSE,5895,Jim Dalton,0,874,846,23,661,Dorothy Siegel,0,793,773,35,12,4,1/22/1999
1523,3,FALSE,5897,Stevie Wells,0,680,728,28,5903,Janet Hamilton,0,857,793,49,2,4,1/22/1999
1524,3,FALSE,5897,Stevie Wells,0,680,728,28,1782,Gloria Chazin,0,901,892,16,3,4,1/22/1999
1525,3,FALSE,5897,Stevie Wells,0,680,728,28,201,Walt Blackie Sudnikovich,0,614,627,43,5,4,1/22/1999
1526,3,FALSE,5897,Stevie Wells,0,680,728,28,4805,Avis Casely,0,523,553,52,8,4,1/22/1999
1527,3,FALSE,5897,Stevie Wells,0,680,728,28,5901,Hope G Moreines,0,915,840,45,11,4,1/22/1999
1528,3,FALSE,5897,Stevie Wells,0,680,728,28,131,Margo Kuno,0,726,740,37,12,4,1/22/1999
1529,3,FALSE,5898,Bill Woodford,0,815,784,33,5893,Martha Pierce,0,929,897,18,1,4,1/22/1999
1530,3,FALSE,5898,Bill Woodford,0,815,784,33,5908,Josh Pollard,0,0,500,59,3,4,1/22/1999
1531,3,FALSE,5898,Bill Woodford,0,815,784,33,5906,Susan Cottle,0,0,580,53,6,4,1/22/1999
1532,3,FALSE,5898,Bill Woodford,0,815,784,33,3732,Letitia Dyson,0,668,709,22,8,4,1/22/1999
1533,3,FALSE,5898,Bill Woodford,0,815,784,33,5139,Susan Barker,0,517,534,54,9,4,1/22/1999
1534,3,FALSE,5898,Bill Woodford,0,815,784,33,3720,Janice White,0,0,729,44,12,4,1/22/1999
1535,3,FALSE,5900,Jacqueline Blyther,0,867,818,42,5902,Nancy Glover,0,0,554,48,2,4,1/22/1999
1536,3,FALSE,5900,Jacqueline Blyther,0,867,818,42,5905,Irvin Booker,0,0,553,51,6,4,1/22/1999
1537,3,FALSE,5900,Jacqueline Blyther,0,867,818,42,231,Evelyn Ringold,0,792,726,58,8,4,1/22/1999
1538,3,FALSE,5900,Jacqueline Blyther,0,867,818,42,5906,Susan Cottle,0,0,580,53,10,4,1/22/1999
1539,3,FALSE,5900,Jacqueline Blyther,0,867,818,42,5904,Robert Hicks,0,594,582,50,11,4,1/22/1999
1540,3,FALSE,5901,Hope G Moreines,0,915,840,45,661,Dorothy Siegel,0,793,773,35,1,4,1/22/1999
1541,3,FALSE,5901,Hope G Moreines,0,915,840,45,5900,Jacqueline Blyther,0,867,818,42,5,4,1/22/1999
1542,3,FALSE,5901,Hope G Moreines,0,915,840,45,201,Walt Blackie Sudnikovich,0,614,627,43,8,4,1/22/1999
1543,3,FALSE,5901,Hope G Moreines,0,915,840,45,5900,Jacqueline Blyther,0,867,818,42,9,4,1/22/1999
1544,3,FALSE,5901,Hope G Moreines,0,915,840,45,5139,Susan Barker,0,517,534,54,12,4,1/22/1999
1545,3,FALSE,5902,Nancy Glover,0,0,554,48,5904,Robert Hicks,0,594,582,50,4,4,1/22/1999
1546,3,FALSE,5902,Nancy Glover,0,0,554,48,3726,Barbara Batson,0,0,500,57,9,4,1/22/1999
1547,3,TRUE,5902,Nancy Glover,0,0,554,48,5908,Josh Pollard,0,0,500,59,10,4,1/22/1999
1548,3,FALSE,5902,Nancy Glover,0,0,554,48,5909,Ryan Pollard,0,0,500,60,11,4,1/22/1999
1549,3,FALSE,5902,Nancy Glover,0,0,554,48,4541,Betty Kirklin,0,0,505,55,12,4,1/22/1999
1550,3,FALSE,5903,Janet Hamilton,0,857,793,49,5906,Susan Cottle,0,0,580,53,3,4,1/22/1999
1551,3,FALSE,5903,Janet Hamilton,0,857,793,49,231,Evelyn Ringold,0,792,726,58,6,4,1/22/1999
1552,3,FALSE,5903,Janet Hamilton,0,857,793,49,5898,Bill Woodford,0,815,784,33,7,4,1/22/1999
1553,3,FALSE,5903,Janet Hamilton,0,857,793,49,5905,Irvin Booker,0,0,553,51,10,4,1/22/1999
1554,3,FALSE,5904,Robert Hicks,0,594,582,50,3726,Barbara Batson,0,0,500,57,6,4,1/22/1999
1555,3,FALSE,5904,Robert Hicks,0,594,582,50,155,Wayne Ollick,0,0,612,46,7,4,1/22/1999
1556,3,FALSE,5904,Robert Hicks,0,594,582,50,211,Bernice Brown,0,0,651,39,8,4,1/22/1999
1557,3,FALSE,5904,Robert Hicks,0,594,582,50,5907,Laura Lou Seefeldt,0,0,562,56,10,4,1/22/1999
1558,3,FALSE,5905,Irvin Booker,0,0,553,51,4541,Betty Kirklin,0,0,505,55,4,4,1/22/1999
1559,3,FALSE,5905,Irvin Booker,0,0,553,51,5909,Ryan Pollard,0,0,500,60,8,4,1/22/1999
1560,3,FALSE,5905,Irvin Booker,0,0,553,51,4541,Betty Kirklin,0,0,505,55,9,4,1/22/1999
1561,3,FALSE,5905,Irvin Booker,0,0,553,51,5907,Laura Lou Seefeldt,0,0,562,56,12,4,1/22/1999
1562,3,FALSE,5906,Susan Cottle,0,0,580,53,5897,Stevie Wells,0,680,728,28,1,4,1/22/1999
1563,3,FALSE,5906,Susan Cottle,0,0,580,53,5908,Josh Pollard,0,0,500,59,5,4,1/22/1999
1564,3,FALSE,5906,Susan Cottle,0,0,580,53,231,Evelyn Ringold,0,792,726,58,7,4,1/22/1999
1565,3,FALSE,5906,Susan Cottle,0,0,580,53,3726,Barbara Batson,0,0,500,57,12,4,1/22/1999
1566,3,FALSE,5907,Laura Lou Seefeldt,0,0,562,56,5910,Mike Gavin,0,664,651,61,3,4,1/22/1999
1567,3,FALSE,5907,Laura Lou Seefeldt,0,0,562,56,577,Josephine Williams,0,700,726,24,4,4,1/22/1999
1568,3,FALSE,5907,Laura Lou Seefeldt,0,0,562,56,145,Mary McWilliams,0,843,895,7,6,4,1/22/1999
1569,3,FALSE,5908,Josh Pollard,0,0,500,59,5909,Ryan Pollard,0,0,500,60,7,4,1/22/1999
1570,3,FALSE,5909,Ryan Pollard,0,0,500,60,5908,Josh Pollard,0,0,500,59,9,4,1/22/1999
